Broad Age Groups and Sex for Region Summary
Region, Country, Year, Age, Both Sexes Population, Male Population, Female Population, Percent Both Sexes, Percent Male, Percent Female, Sex Ratio
"World","Afghanistan",2020,Total,36643815,18557871,18085944,100.0,100.0,100.0,102.6
"World","Afghanistan",2020,0-14,14884349,7562703,7321646,40.6,40.8,40.5,103.3
"World","Afghanistan",2020,15-64,20778783,10543316,10235467,56.7,56.8,56.6,103.0
"World","Afghanistan",2020,65+,980683,451852,528831,2.7,2.4,2.9,85.4
"World","Albania",2020,Total,3074579,1518421,1556158,100.0,100.0,100.0,97.6
"World","Albania",2020,0-14,541110,284636,256474,17.6,18.7,16.5,111.0
"World","Albania",2020,15-64,2132858,1047450,1085408,69.4,69.0,69.7,96.5
"World","Albania",2020,65+,400611,186335,214276,13.0,12.3,13.8,87.0
"World","Algeria",2020,Total,42972878,21770912,21201966,100.0,100.0,100.0,102.7
"World","Algeria",2020,0-14,12710940,6509490,6201450,29.6,29.9,29.2,105.0
"World","Algeria",2020,15-64,27608497,14009338,13599159,64.2,64.3,64.1,103.0
"World","Algeria",2020,65+,2653441,1252084,1401357,6.2,5.8,6.6,89.3
"World","American Samoa",2020,Total,49437,24669,24768,100.0,100.0,100.0,99.6
"World","American Samoa",2020,0-14,13725,7063,6662,27.8,28.6,26.9,106.0
"World","American Samoa",2020,15-64,32301,16026,16275,65.3,65.0,65.7,98.5
"World","American Samoa",2020,65+,3411,1580,1831,6.9,6.4,7.4,86.3
"World","Andorra",2020,Total,85635,43960,41675,100.0,100.0,100.0,105.5
"World","Andorra",2020,0-14,11452,5901,5551,13.4,13.4,13.3,106.3
"World","Andorra",2020,15-64,59316,30515,28801,69.3,69.4,69.1,106.0
"World","Andorra",2020,65+,14867,7544,7323,17.4,17.2,17.6,103.0
"World","Angola",2020,Total,32522339,15846967,16675372,100.0,100.0,100.0,95.0
"World","Angola",2020,0-14,15556505,7758636,7797869,47.8,49.0,46.8,99.5
"World","Angola",2020,15-64,16217587,7776134,8441453,49.9,49.1,50.6,92.1
"World","Angola",2020,65+,748247,312197,436050,2.3,2.0,2.6,71.6
"World","Anguilla",2020,Total,18090,8555,9535,100.0,100.0,100.0,89.7
"World","Anguilla",2020,0-14,3913,1991,1922,21.6,23.3,20.2,103.6
"World","Anguilla",2020,15-64,12408,5690,6718,68.6,66.5,70.5,84.7
"World","Anguilla",2020,65+,1769,874,895,9.8,10.2,9.4,97.7
"World","Antigua and Barbuda",2020,Total,98179,46320,51859,100.0,100.0,100.0,89.3
"World","Antigua and Barbuda",2020,0-14,22114,11243,10871,22.5,24.3,21.0,103.4
"World","Antigua and Barbuda",2020,15-64,67317,31341,35976,68.6,67.7,69.4,87.1
"World","Antigua and Barbuda",2020,65+,8748,3736,5012,8.9,8.1,9.7,74.5
"World","Argentina",2020,Total,45479118,22506182,22972936,100.0,100.0,100.0,98.0
"World","Argentina",2020,0-14,10923911,5629188,5294723,24.0,25.0,23.0,106.3
"World","Argentina",2020,15-64,29038266,14545315,14492951,63.8,64.6,63.1,100.4
"World","Argentina",2020,65+,5516941,2331679,3185262,12.1,10.4,13.9,73.2
"World","Armenia",2020,Total,3021324,1470550,1550774,100.0,100.0,100.0,94.8
"World","Armenia",2020,0-14,563289,297320,265969,18.6,20.2,17.2,111.8
"World","Armenia",2020,15-64,2077311,1019113,1058198,68.8,69.3,68.2,96.3
"World","Armenia",2020,65+,380724,154117,226607,12.6,10.5,14.6,68.0
"World","Aruba",2020,Total,119428,56491,62937,100.0,100.0,100.0,89.8
"World","Aruba",2020,0-14,20961,10524,10437,17.6,18.6,16.6,100.8
"World","Aruba",2020,15-64,80490,38903,41587,67.4,68.9,66.1,93.5
"World","Aruba",2020,65+,17977,7064,10913,15.1,12.5,17.3,64.7
"World","Australia",2020,Total,25466459,12655116,12811343,100.0,100.0,100.0,98.8
"World","Australia",2020,0-14,4767124,2457418,2309706,18.7,19.4,18.0,106.4
"World","Australia",2020,15-64,16654578,8330937,8323641,65.4,65.8,65.0,100.1
"World","Australia",2020,65+,4044757,1866761,2177996,15.9,14.8,17.0,85.7
"World","Austria",2020,Total,8859449,4338457,4520992,100.0,100.0,100.0,96.0
"World","Austria",2020,0-14,1240868,635803,605065,14.0,14.7,13.4,105.1
"World","Austria",2020,15-64,5858273,2933967,2924306,66.1,67.6,64.7,100.3
"World","Austria",2020,65+,1760308,768687,991621,19.9,17.7,21.9,77.5
"World","Azerbaijan",2020,Total,10205810,5061260,5144550,100.0,100.0,100.0,98.4
"World","Azerbaijan",2020,0-14,2330600,1235292,1095308,22.8,24.4,21.3,112.8
"World","Azerbaijan",2020,15-64,7130837,3536364,3594473,69.9,69.9,69.9,98.4
"World","Azerbaijan",2020,65+,744373,289604,454769,7.3,5.7,8.8,63.7
"World","Bahamas, The",2020,Total,337721,165549,172172,100.0,100.0,100.0,96.2
"World","Bahamas, The",2020,0-14,74426,37758,36668,22.0,22.8,21.3,103.0
"World","Bahamas, The",2020,15-64,234012,116465,117547,69.3,70.4,68.3,99.1
"World","Bahamas, The",2020,65+,29283,11326,17957,8.7,6.8,10.4,63.1
"World","Bahrain",2020,Total,1505003,911044,593959,100.0,100.0,100.0,153.4
"World","Bahrain",2020,0-14,277726,141039,136687,18.5,15.5,23.0,103.2
"World","Bahrain",2020,15-64,1176671,744206,432465,78.2,81.7,72.8,172.1
"World","Bahrain",2020,65+,50606,25799,24807,3.4,2.8,4.2,104.0
"World","Bangladesh",2020,Total,162650853,79959419,82691434,100.0,100.0,100.0,96.7
"World","Bangladesh",2020,0-14,43077225,21918651,21158574,26.5,27.4,25.6,103.6
"World","Bangladesh",2020,15-64,108476011,52822562,55653449,66.7,66.1,67.3,94.9
"World","Bangladesh",2020,65+,11097617,5218206,5879411,6.8,6.5,7.1,88.8
"World","Barbados",2020,Total,294560,142372,152188,100.0,100.0,100.0,93.6
"World","Barbados",2020,0-14,51526,25762,25764,17.5,18.1,16.9,100.0
"World","Barbados",2020,15-64,203065,100212,102853,68.9,70.4,67.6,97.4
"World","Barbados",2020,65+,39969,16398,23571,13.6,11.5,15.5,69.6
"World","Belarus",2020,Total,9477918,4408657,5069261,100.0,100.0,100.0,87.0
"World","Belarus",2020,0-14,1524604,784231,740373,16.1,17.8,14.6,105.9
"World","Belarus",2020,15-64,6443048,3131371,3311677,68.0,71.0,65.3,94.6
"World","Belarus",2020,65+,1510266,493055,1017211,15.9,11.2,20.1,48.5
"World","Belgium",2020,Total,11720716,5776934,5943782,100.0,100.0,100.0,97.2
"World","Belgium",2020,0-14,2018007,1033383,984624,17.2,17.9,16.6,105.0
"World","Belgium",2020,15-64,7451452,3755403,3696049,63.6,65.0,62.2,101.6
"World","Belgium",2020,65+,2251257,988148,1263109,19.2,17.1,21.3,78.2
"World","Belize",2020,Total,399598,200148,199450,100.0,100.0,100.0,100.3
"World","Belize",2020,0-14,130154,66454,63700,32.6,33.2,31.9,104.3
"World","Belize",2020,15-64,251340,124913,126427,62.9,62.4,63.4,98.8
"World","Belize",2020,65+,18104,8781,9323,4.5,4.4,4.7,94.2
"World","Benin",2020,Total,12864634,6325139,6539495,100.0,100.0,100.0,96.7
"World","Benin",2020,0-14,5861475,2955396,2906079,45.6,46.7,44.4,101.7
"World","Benin",2020,15-64,6695376,3229230,3466146,52.0,51.1,53.0,93.2
"World","Benin",2020,65+,307783,140513,167270,2.4,2.2,2.6,84.0
"World","Bermuda",2020,Total,71750,34693,37057,100.0,100.0,100.0,93.6
"World","Bermuda",2020,0-14,11981,6053,5928,16.7,17.4,16.0,102.1
"World","Bermuda",2020,15-64,45603,22608,22995,63.6,65.2,62.1,98.3
"World","Bermuda",2020,65+,14166,6032,8134,19.7,17.4,21.9,74.2
"World","Bhutan",2020,Total,782318,406892,375426,100.0,100.0,100.0,108.4
"World","Bhutan",2020,0-14,191853,98113,93740,24.5,24.1,25.0,104.7
"World","Bhutan",2020,15-64,538847,281982,256865,68.9,69.3,68.4,109.8
"World","Bhutan",2020,65+,51618,26797,24821,6.6,6.6,6.6,108.0
"World","Bolivia",2020,Total,11639909,5759719,5880190,100.0,100.0,100.0,98.0
"World","Bolivia",2020,0-14,3531490,1799925,1731565,30.3,31.3,29.4,103.9
"World","Bolivia",2020,15-64,7443516,3668426,3775090,63.9,63.7,64.2,97.2
"World","Bolivia",2020,65+,664903,291368,373535,5.7,5.1,6.4,78.0
"World","Bosnia and Herzegovina",2020,Total,3835586,1869297,1966289,100.0,100.0,100.0,95.1
"World","Bosnia and Herzegovina",2020,0-14,505672,261430,244242,13.2,14.0,12.4,107.0
"World","Bosnia and Herzegovina",2020,15-64,2707696,1358243,1349453,70.6,72.7,68.6,100.7
"World","Bosnia and Herzegovina",2020,65+,622218,249624,372594,16.2,13.4,18.9,67.0
"World","Botswana",2020,Total,2317233,1113254,1203979,100.0,100.0,100.0,92.5
"World","Botswana",2020,0-14,707615,357065,350550,30.5,32.1,29.1,101.9
"World","Botswana",2020,15-64,1480751,702481,778270,63.9,63.1,64.6,90.3
"World","Botswana",2020,65+,128867,53708,75159,5.6,4.8,6.2,71.5
"World","Brazil",2020,Total,211715973,104241576,107474397,100.0,100.0,100.0,97.0
"World","Brazil",2020,0-14,44697652,22790634,21907018,21.1,21.9,20.4,104.0
"World","Brazil",2020,15-64,147518959,73127598,74391361,69.7,70.2,69.2,98.3
"World","Brazil",2020,65+,19499362,8323344,11176018,9.2,8.0,10.4,74.5
"World","Brunei",2020,Total,464478,227530,236948,100.0,100.0,100.0,96.0
"World","Brunei",2020,0-14,104099,53653,50446,22.4,23.6,21.3,106.4
"World","Brunei",2020,15-64,332979,160544,172435,71.7,70.6,72.8,93.1
"World","Brunei",2020,65+,27400,13333,14067,5.9,5.9,5.9,94.8
"World","Bulgaria",2020,Total,6966899,3395545,3571354,100.0,100.0,100.0,95.1
"World","Bulgaria",2020,0-14,1011696,520190,491506,14.5,15.3,13.8,105.8
"World","Bulgaria",2020,15-64,4557637,2312842,2244795,65.4,68.1,62.9,103.0
"World","Bulgaria",2020,65+,1397566,562513,835053,20.1,16.6,23.4,67.4
"World","Burkina Faso",2020,Total,20835401,10184238,10651163,100.0,100.0,100.0,95.6
"World","Burkina Faso",2020,0-14,9080301,4606350,4473951,43.6,45.2,42.0,103.0
"World","Burkina Faso",2020,15-64,11096205,5293050,5803155,53.3,52.0,54.5,91.2
"World","Burkina Faso",2020,65+,658895,284838,374057,3.2,2.8,3.5,76.1
"World","Burma",2020,Total,56590071,27908385,28681686,100.0,100.0,100.0,97.3
"World","Burma",2020,0-14,14698202,7524869,7173333,26.0,27.0,25.0,104.9
"World","Burma",2020,15-64,38473284,18893709,19579575,68.0,67.7,68.3,96.5
"World","Burma",2020,65+,3418585,1489807,1928778,6.0,5.3,6.7,77.2
"World","Burundi",2020,Total,11865821,5892061,5973760,100.0,100.0,100.0,98.6
"World","Burundi",2020,0-14,5200465,2618868,2581597,43.8,44.4,43.2,101.4
"World","Burundi",2020,15-64,6302195,3117931,3184264,53.1,52.9,53.3,97.9
"World","Burundi",2020,65+,363161,155262,207899,3.1,2.6,3.5,74.7
"World","Cabo Verde",2020,Total,583255,283318,299937,100.0,100.0,100.0,94.5
"World","Cabo Verde",2020,0-14,163022,82010,81012,28.0,28.9,27.0,101.2
"World","Cabo Verde",2020,15-64,388295,189271,199024,66.6,66.8,66.4,95.1
"World","Cabo Verde",2020,65+,31938,12037,19901,5.5,4.2,6.6,60.5
"World","Cambodia",2020,Total,16926984,8240844,8686140,100.0,100.0,100.0,94.9
"World","Cambodia",2020,0-14,5108046,2582427,2525619,30.2,31.3,29.1,102.2
"World","Cambodia",2020,15-64,11041463,5371396,5670067,65.2,65.2,65.3,94.7
"World","Cambodia",2020,65+,777475,287021,490454,4.6,3.5,5.6,58.5
"World","Cameroon",2020,Total,27744989,13825358,13919631,100.0,100.0,100.0,99.3
"World","Cameroon",2020,0-14,11747866,5927640,5820226,42.3,42.9,41.8,101.8
"World","Cameroon",2020,15-64,15133455,7494298,7639157,54.5,54.2,54.9,98.1
"World","Cameroon",2020,65+,863668,403420,460248,3.1,2.9,3.3,87.7
"World","Canada",2020,Total,37694085,18687347,19006738,100.0,100.0,100.0,98.3
"World","Canada",2020,0-14,6025961,3094008,2931953,16.0,16.6,15.4,105.5
"World","Canada",2020,15-64,24512700,12319041,12193659,65.0,65.9,64.2,101.0
"World","Canada",2020,65+,7155424,3274298,3881126,19.0,17.5,20.4,84.4
"World","Cayman Islands",2020,Total,61944,30148,31796,100.0,100.0,100.0,94.8
"World","Cayman Islands",2020,0-14,10992,5535,5457,17.7,18.4,17.2,101.4
"World","Cayman Islands",2020,15-64,42130,20560,21570,68.0,68.2,67.8,95.3
"World","Cayman Islands",2020,65+,8822,4053,4769,14.2,13.4,15.0,85.0
"World","Central African Republic",2020,Total,5990855,2977238,3013617,100.0,100.0,100.0,98.8
"World","Central African Republic",2020,0-14,2365640,1188682,1176958,39.5,39.9,39.1,101.0
"World","Central African Republic",2020,15-64,3424462,1710539,1713923,57.2,57.5,56.9,99.8
"World","Central African Republic",2020,65+,200753,78017,122736,3.4,2.6,4.1,63.6
"World","Chad",2020,Total,16877357,8351473,8525884,100.0,100.0,100.0,98.0
"World","Chad",2020,0-14,8004918,4050505,3954413,47.4,48.5,46.4,102.4
"World","Chad",2020,15-64,8462694,4124310,4338384,50.1,49.4,50.9,95.1
"World","Chad",2020,65+,409745,176658,233087,2.4,2.1,2.7,75.8
"World","Chile",2020,Total,18186770,8938796,9247974,100.0,100.0,100.0,96.7
"World","Chile",2020,0-14,3599364,1836240,1763124,19.8,20.5,19.1,104.1
"World","Chile",2020,15-64,12439124,6200164,6238960,68.4,69.4,67.5,99.4
"World","Chile",2020,65+,2148282,902392,1245890,11.8,10.1,13.5,72.4
"World","China",2020,Total,1394015977,715630046,678385931,100.0,100.0,100.0,105.5
"World","China",2020,0-14,241078766,129296339,111782427,17.3,18.1,16.5,115.7
"World","China",2020,15-64,980892429,504747217,476145212,70.4,70.5,70.2,106.0
"World","China",2020,65+,172044782,81586490,90458292,12.3,11.4,13.3,90.2
"World","Colombia",2020,Total,49084841,24255454,24829387,100.0,100.0,100.0,97.7
"World","Colombia",2020,0-14,11420547,5853351,5567196,23.3,24.1,22.4,105.1
"World","Colombia",2020,15-64,33548108,16676642,16871466,68.3,68.8,67.9,98.8
"World","Colombia",2020,65+,4116186,1725461,2390725,8.4,7.1,9.6,72.2
"World","Comoros",2020,Total,846281,409219,437062,100.0,100.0,100.0,93.6
"World","Comoros",2020,0-14,310455,154853,155602,36.7,37.8,35.6,99.5
"World","Comoros",2020,15-64,501310,238929,262381,59.2,58.4,60.0,91.1
"World","Comoros",2020,65+,34516,15437,19079,4.1,3.8,4.4,80.9
"World","Congo (Brazzaville)",2020,Total,5293070,2653336,2639734,100.0,100.0,100.0,100.5
"World","Congo (Brazzaville)",2020,0-14,2200216,1110484,1089732,41.6,41.9,41.3,101.9
"World","Congo (Brazzaville)",2020,15-64,2923257,1466931,1456326,55.2,55.3,55.2,100.7
"World","Congo (Brazzaville)",2020,65+,169597,75921,93676,3.2,2.9,3.5,81.0
"World","Congo (Kinshasa)",2020,Total,101780263,50858242,50922021,100.0,100.0,100.0,99.9
"World","Congo (Kinshasa)",2020,0-14,47206354,23757297,23449057,46.4,46.7,46.0,101.3
"World","Congo (Kinshasa)",2020,15-64,52064588,26015406,26049182,51.2,51.2,51.2,99.9
"World","Congo (Kinshasa)",2020,65+,2509321,1085539,1423782,2.5,2.1,2.8,76.2
"World","Cook Islands",2020,Total,8574,4409,4165,100.0,100.0,100.0,105.9
"World","Cook Islands",2020,0-14,1709,901,808,19.9,20.4,19.4,111.5
"World","Cook Islands",2020,15-64,5719,2953,2766,66.7,67.0,66.4,106.8
"World","Cook Islands",2020,65+,1146,555,591,13.4,12.6,14.2,93.9
"World","Costa Rica",2020,Total,5097988,2554050,2543938,100.0,100.0,100.0,100.4
"World","Costa Rica",2020,0-14,1125533,575731,549802,22.1,22.5,21.6,104.7
"World","Costa Rica",2020,15-64,3525771,1772856,1752915,69.2,69.4,68.9,101.1
"World","Costa Rica",2020,65+,446684,205463,241221,8.8,8.0,9.5,85.2
